clean_tweet,Sentiment
"I need people to be less stupid about covid. No, you do not need to stock up on TP or bottled water. Personally, I'll be buying some extra food that'll keep a while (canned, frozen, dry goods, etc.) and OTC and prescription meds that might run out if I'm quarantined. *shrug*",Negative
covid 8am supermarket in Brooklyn. It's really looking crazy. Last night bjs in queens ran out of water and there were 2 hr lines. Smh God Bless All <url>,Neutral
"Grocery store in hamilton out of stock of rice, beans, pasta, bread, but fully stocked in Asian noodles... the hysteria is real here in canada too covid panic buying",Negative
<user> Why don't the supermarkets limit the number of units bought to say two per person? Surely that would be an easy solution to stop the panic buyers. stop panic buying coronavirus,Positive
"covid is pandemic, in Nigeria, the economy is heading for a crash. Solution - Nigerians should brace up for tough times. Ruling elites continue their profligacy. And we pray for higher oil prices. Shikenan.",Positive
My mom just sent me a picture of empty toilet paper shelves at the grocery store and I truly TRULY don't understand why everyone is hoarding this stuff as if their entire household has suddenly gotten explosive diarrhea covid,Positive
"First, oil prices falling off a cliff offers an opportunity to reduce the import bill. Second, as CA/fiscal pressures ease, the allure of lowering taxes/duties must be resisted. covid impact will require fiscal space. Relief must be through budgetary measures. 5/7",Positive
"Dear folks... Buying pasta, chopped tomatoes and bog roll, won't protect you from Coronavirus. Crazy what I've just witnessed in the local supermarket. Absolute fannies coronavirus pandemic coronavirus update corona outbreak covid",Positive
See the new <user> X-T4 and X100V at Roberts! Join us on Saturday March 14th at Roberts Downtown location from 10am to 5pm. Make sure to stop in and register for a FREE mystery giveaway! <url>,Positive
"Was just in the grocery store for over an hour, waiting in line... made friends with the guy in line in front of us and he bought us ice cream (wrapped in individual packages, before you trolls hop on my tweet). covid stories",Positive
"Excellent talk with my doctor ?reg scheduled Apt in regards to coronavirus covid that if people READ the guidelines they state: Stay 6-8ft away from another Avoid crowds like the grocery store or workplace Eat at home and can goods Wash hands, hot water and soaps 30 seconds",Positive
Saw a documentary on itv with <user> encouraging people to panic buy stuff in the supermarket. There was an audience cheering it all on too! Absolute carnage: Can certainly see where the mass hysteria is coming from. covid,Positive
Just did online shopping and first available slot was Sunday at 11pm-12am. Loo roll and baked beans sold out. coronavirus,Neutral
?? Tips for Self Protection ?? Prevent coronavirus by shopping online! We're giving customers 50 <percent> off sitewide so you can stay home and stay healthy! ?? Discount automatically applied at checkout. <url>,Positive
"If you wander into a supermarket this week, be nice to the shop assistant - they've been dealing with nothing but shitehawks for days now covid coronavirus bekind",Positive
"To all who read this - take care we are in unprecedented times with corona outbreak coronavirus My heart goes out to those suffering and their loved ones, the people who can't stock up on food and those alone. Let's stay in touch on social media. best wishes??",Positive
"Absolutely beautiful day in portstewart today. Now more than ever we need to support our local independent businesses in portstewart. When you shop locally, it has far-reaching effects across the community. See you soon in Portstewart. <url>",Positive
Which group of people has the most to gain from the panic caused by covid? Are these the same people who need to win an election this fall? The same people that control the media? Food for thought. <url>,Positive
There's been a huge surge in consumer-facing telehealth and telehealth in general. People don't want to go into the ER or urgent care to try and limit their exposure to the coronavirus. Listen as we discuss what your practice group or hospital can do @ <url>,Positive
"You've seen higher prices for hand sanitizer since coronavirus. Is that price gouging? Your airline, cruise line or wedding venue won't let you reschedule. What are your rights? And how to distinguish covid myths from truth Join me live on FB at 12:30pm for consumer Q and A. <url>",Positive
Thank God we live in In worst days we still had shelves full of food and supplies with prices lower than usual We never had panic buying No western individualism here Maybe it s about trusting your government,Positive
"After the had reported of covid infection in Turkey??, hand disinfectants's prices increased FOUR THOUSAND PERCENT. And supermarkets's pasta and legumes or something stocks are over in metropoles. pande mia breaking covid corona turkiye coronavirus covd19 covid <url>",Positive
SANITIZER SPECIAL ...Free squirt of sanitizer with the purchase of an Awesome Donut and Great cup of Coffee. coronavirus update the right coffee sanitizer <url>,Positive
"In reading a German friend's covid update, I ran into a new word and instantly suspected its meaning. Yes, ""Hamsterkäufe"" means ""panic buying,"" and yes, the ""Hamster"" part is because of the fluffy, scared little animals that shove food in their cheeks. German is so great. <url>",Positive
